feature,family,stage
contrast12_20__ball_distance__std,multiscale,research
contrast12_20__ball_distance__slope,multiscale,research
contrast20_30__ball_distance__mean,multiscale,research
contrast20_30__ball_distance__std,multiscale,research
contrast20_30__ball_distance__slope,multiscale,research
contrast30_40__ball_distance__mean,multiscale,research
contrast30_40__ball_distance__std,multiscale,research
contrast30_40__ball_distance__slope,multiscale,research
signed_log__ball_distance,nonlinear,research
bounded__ball_distance,nonlinear,research
energy__ball_distance,nonlinear,research
contrast03_05__ball_ux__mean,multiscale,research
contrast03_05__ball_ux__std,multiscale,research
contrast03_05__ball_ux__slope,multiscale,research
contrast05_08__ball_ux__mean,multiscale,research
contrast05_08__ball_ux__std,multiscale,research
contrast05_08__ball_ux__slope,multiscale,research
contrast08_12__ball_ux__mean,multiscale,research
contrast08_12__ball_ux__std,multiscale,research
contrast08_12__ball_ux__slope,multiscale,research
contrast12_20__ball_ux__mean,multiscale,research
contrast12_20__ball_ux__std,multiscale,research
contrast12_20__ball_ux__slope,multiscale,research
contrast20_30__ball_ux__mean,multiscale,research
contrast20_30__ball_ux__std,multiscale,research
contrast20_30__ball_ux__slope,multiscale,research
contrast30_40__ball_ux__mean,multiscale,research
contrast30_40__ball_ux__std,multiscale,research
contrast30_40__ball_ux__slope,multiscale,research
signed_log__ball_ux,nonlinear,research
bounded__ball_ux,nonlinear,research
energy__ball_ux,nonlinear,research
contrast03_05__ball_uy__mean,multiscale,research
contrast03_05__ball_uy__std,multiscale,research
contrast03_05__ball_uy__slope,multiscale,research
contrast05_08__ball_uy__mean,multiscale,research
contrast05_08__ball_uy__std,multiscale,research
contrast05_08__ball_uy__slope,multiscale,research
contrast08_12__ball_uy__mean,multiscale,research
contrast08_12__ball_uy__std,multiscale,research
contrast08_12__ball_uy__slope,multiscale,research
contrast12_20__ball_uy__mean,multiscale,research
contrast12_20__ball_uy__std,multiscale,research
contrast12_20__ball_uy__slope,multiscale,research
contrast20_30__ball_uy__mean,multiscale,research
contrast20_30__ball_uy__std,multiscale,research
contrast20_30__ball_uy__slope,multiscale,research
contrast30_40__ball_uy__mean,multiscale,research
contrast30_40__ball_uy__std,multiscale,research
contrast30_40__ball_uy__slope,multiscale,research
signed_log__ball_uy,nonlinear,research
bounded__ball_uy,nonlinear,research
energy__ball_uy,nonlinear,research
contrast03_05__closing_speed__mean,multiscale,research
contrast03_05__closing_speed__std,multiscale,research
contrast03_05__closing_speed__slope,multiscale,research
contrast05_08__closing_speed__mean,multiscale,research
contrast05_08__closing_speed__std,multiscale,research
contrast05_08__closing_speed__slope,multiscale,research
contrast08_12__closing_speed__mean,multiscale,research
contrast08_12__closing_speed__std,multiscale,research
contrast08_12__closing_speed__slope,multiscale,research
contrast12_20__closing_speed__mean,multiscale,research
contrast12_20__closing_speed__std,multiscale,research
contrast12_20__closing_speed__slope,multiscale,research
contrast20_30__closing_speed__mean,multiscale,research
contrast20_30__closing_speed__std,multiscale,research
contrast20_30__closing_speed__slope,multiscale,research
contrast30_40__closing_speed__mean,multiscale,research
contrast30_40__closing_speed__std,multiscale,research
contrast30_40__closing_speed__slope,multiscale,research
signed_log__closing_speed,nonlinear,research
bounded__closing_speed,nonlinear,research
energy__closing_speed,nonlinear,research
contrast03_05__lateral_speed__mean,multiscale,research
contrast03_05__lateral_speed__std,multiscale,research
contrast03_05__lateral_speed__slope,multiscale,research
contrast05_08__lateral_speed__mean,multiscale,research
contrast05_08__lateral_speed__std,multiscale,research
contrast05_08__lateral_speed__slope,multiscale,research
contrast08_12__lateral_speed__mean,multiscale,research
contrast08_12__lateral_speed__std,multiscale,research
contrast08_12__lateral_speed__slope,multiscale,research
contrast12_20__lateral_speed__mean,multiscale,research
contrast12_20__lateral_speed__std,multiscale,research
contrast12_20__lateral_speed__slope,multiscale,research
contrast20_30__lateral_speed__mean,multiscale,research
contrast20_30__lateral_speed__std,multiscale,research
contrast20_30__lateral_speed__slope,multiscale,research
contrast30_40__lateral_speed__mean,multiscale,research
contrast30_40__lateral_speed__std,multiscale,research
contrast30_40__lateral_speed__slope,multiscale,research
signed_log__lateral_speed,nonlinear,research
bounded__lateral_speed,nonlinear,research
energy__lateral_speed,nonlinear,research
contrast03_05__radial_acceleration__mean,multiscale,research
contrast03_05__radial_acceleration__std,multiscale,research
contrast03_05__radial_acceleration__slope,multiscale,research
contrast05_08__radial_acceleration__mean,multiscale,research
contrast05_08__radial_acceleration__std,multiscale,research
contrast05_08__radial_acceleration__slope,multiscale,research
contrast08_12__radial_acceleration__mean,multiscale,research
contrast08_12__radial_acceleration__std,multiscale,research
contrast08_12__radial_acceleration__slope,multiscale,research
contrast12_20__radial_acceleration__mean,multiscale,research
contrast12_20__radial_acceleration__std,multiscale,research
contrast12_20__radial_acceleration__slope,multiscale,research
contrast20_30__radial_acceleration__mean,multiscale,research
contrast20_30__radial_acceleration__std,multiscale,research
contrast20_30__radial_acceleration__slope,multiscale,research
contrast30_40__radial_acceleration__mean,multiscale,research
contrast30_40__radial_acceleration__std,multiscale,research
contrast30_40__radial_acceleration__slope,multiscale,research
signed_log__radial_acceleration,nonlinear,research
bounded__radial_acceleration,nonlinear,research
energy__radial_acceleration,nonlinear,research
contrast03_05__lateral_acceleration__mean,multiscale,research
contrast03_05__lateral_acceleration__std,multiscale,research
contrast03_05__lateral_acceleration__slope,multiscale,research
contrast05_08__lateral_acceleration__mean,multiscale,research
contrast05_08__lateral_acceleration__std,multiscale,research
contrast05_08__lateral_acceleration__slope,multiscale,research
contrast08_12__lateral_acceleration__mean,multiscale,research
contrast08_12__lateral_acceleration__std,multiscale,research
contrast08_12__lateral_acceleration__slope,multiscale,research
contrast12_20__lateral_acceleration__mean,multiscale,research
contrast12_20__lateral_acceleration__std,multiscale,research
contrast12_20__lateral_acceleration__slope,multiscale,research
contrast20_30__lateral_acceleration__mean,multiscale,research
contrast20_30__lateral_acceleration__std,multiscale,research
contrast20_30__lateral_acceleration__slope,multiscale,research
contrast30_40__lateral_acceleration__mean,multiscale,research
contrast30_40__lateral_acceleration__std,multiscale,research
contrast30_40__lateral_acceleration__slope,multiscale,research
signed_log__lateral_acceleration,nonlinear,research
bounded__lateral_acceleration,nonlinear,research
energy__lateral_acceleration,nonlinear,research
contrast03_05__turn_rate__mean,multiscale,research
contrast03_05__turn_rate__std,multiscale,research
contrast03_05__turn_rate__slope,multiscale,research
contrast05_08__turn_rate__mean,multiscale,research
contrast05_08__turn_rate__std,multiscale,research
contrast05_08__turn_rate__slope,multiscale,research
contrast08_12__turn_rate__mean,multiscale,research
contrast08_12__turn_rate__std,multiscale,research
contrast08_12__turn_rate__slope,multiscale,research
contrast12_20__turn_rate__mean,multiscale,research
contrast12_20__turn_rate__std,multiscale,research
contrast12_20__turn_rate__slope,multiscale,research
contrast20_30__turn_rate__mean,multiscale,research
contrast20_30__turn_rate__std,multiscale,research
contrast20_30__turn_rate__slope,multiscale,research
contrast30_40__turn_rate__mean,multiscale,research
contrast30_40__turn_rate__std,multiscale,research
contrast30_40__turn_rate__slope,multiscale,research
signed_log__turn_rate,nonlinear,research
bounded__turn_rate,nonlinear,research
energy__turn_rate,nonlinear,research
contrast03_05__jerk__mean,multiscale,research
contrast03_05__jerk__std,multiscale,research
contrast03_05__jerk__slope,multiscale,research
contrast05_08__jerk__mean,multiscale,research
contrast05_08__jerk__std,multiscale,research
contrast05_08__jerk__slope,multiscale,research
contrast08_12__jerk__mean,multiscale,research
contrast08_12__jerk__std,multiscale,research
contrast08_12__jerk__slope,multiscale,research
contrast12_20__jerk__mean,multiscale,research
contrast12_20__jerk__std,multiscale,research
contrast12_20__jerk__slope,multiscale,research
contrast20_30__jerk__mean,multiscale,research
contrast20_30__jerk__std,multiscale,research
contrast20_30__jerk__slope,multiscale,research
contrast30_40__jerk__mean,multiscale,research
contrast30_40__jerk__std,multiscale,research
contrast30_40__jerk__slope,multiscale,research
signed_log__jerk,nonlinear,research
bounded__jerk,nonlinear,research
energy__jerk,nonlinear,research
contrast03_05__velocity_alignment__mean,multiscale,research
contrast03_05__velocity_alignment__std,multiscale,research
contrast03_05__velocity_alignment__slope,multiscale,research
contrast05_08__velocity_alignment__mean,multiscale,research
contrast05_08__velocity_alignment__std,multiscale,research
contrast05_08__velocity_alignment__slope,multiscale,research
contrast08_12__velocity_alignment__mean,multiscale,research
contrast08_12__velocity_alignment__std,multiscale,research
contrast08_12__velocity_alignment__slope,multiscale,research
contrast12_20__velocity_alignment__mean,multiscale,research
contrast12_20__velocity_alignment__std,multiscale,research
contrast12_20__velocity_alignment__slope,multiscale,research
contrast20_30__velocity_alignment__mean,multiscale,research
contrast20_30__velocity_alignment__std,multiscale,research
contrast20_30__velocity_alignment__slope,multiscale,research
contrast30_40__velocity_alignment__mean,multiscale,research
contrast30_40__velocity_alignment__std,multiscale,research
contrast30_40__velocity_alignment__slope,multiscale,research
signed_log__velocity_alignment,nonlinear,research
bounded__velocity_alignment,nonlinear,research
energy__velocity_alignment,nonlinear,research
contrast03_05__sideline_distance__mean,multiscale,research
contrast03_05__sideline_distance__std,multiscale,research
contrast03_05__sideline_distance__slope,multiscale,research
contrast05_08__sideline_distance__mean,multiscale,research
contrast05_08__sideline_distance__std,multiscale,research
contrast05_08__sideline_distance__slope,multiscale,research
contrast08_12__sideline_distance__mean,multiscale,research
contrast08_12__sideline_distance__std,multiscale,research
contrast08_12__sideline_distance__slope,multiscale,research
contrast12_20__sideline_distance__mean,multiscale,research
